user_id,Unable to Turn to Friends or Family,Illness,Food Insecurity,Energy Insecurity,Income,Worry About Energy Payment,Distance to Railway Access,Population Density,Uses Foodbank,Distance to Greenspace,Living Environment Score,Distance to Bus Stop,Distance to Underground Access,Worry About Housing Payment,IMD Score,Unemployed,Age,Not Working Sick or Disabled,Living On my Own With Children Under 18,Gender,Not Working (Looking After Child or House),new_loneliness_binary
5614850,1,0,1,0,3,1,259.0409595,12612.41186,0,865.669056,33.367,133.8398805,263.5941521,1,17.524,0,2,0,1,0,0,0
5548975,0,0,3,2,1,1,485.8614348,9520.405507,1,125.787523,46.557,13.93992815,1724.320773,1,32.981,0,0,0,0,0,0,0
5551422,1,0,3,1,0,0,861.2812077,16753.10098,0,193.43187,36.865,37.7633589,474.3742821,1,29.084,0,0,0,0,1,0,0
5615860,0,0,0,0,4,0,224.1363757,12150.01553,0,372.080782,39.938,30.1648921,1683.270544,0,25.963,0,2,0,0,1,0,0
457867,1,0,0,0,1,0,426.9775178,16772.60693,0,100.644081,25.092,90.16789682,1335.765103,0,36.758,0,3,0,0,0,0,0
15660,0,0,0,0,4,0,590.2616514,18634.95398,0,34.944387,28.273,83.65027871,588.0854887,0,39.744,0,3,0,0,0,0,0
5554359,1,1,3,2,0,1,679.3462783,9481.743706,0,227.781062,28.043,249.6134107,1223.211398,0,29.992,0,2,1,0,0,0,1
5645600,0,0,0,0,0,0,1041.410984,3835.305311,0,190.207801,17.227,120.022512,1073.680651,0,37.853,0,0,0,0,1,0,0
5649937,2,1,3,2,0,1,562.4858039,12364.10659,1,237.260149,28.97,105.7867555,2833.455522,1,23.913,1,2,0,0,0,0,1
5652390,1,0,2,2,0,0,1451.970734,6980.7182,0,400.188445,26.043,264.0215309,7921.065728,0,17.542,0,2,0,1,0,0,0
5656362,2,0,0,1,2,1,813.2418806,16609.09682,0,120.143724,25.27,255.8479138,636.7702334,0,24.102,0,2,0,0,0,0,0
5664015,1,0,3,2,0,0,764.2773176,11541.47703,0,365.408857,44.395,252.6466654,1917.021576,1,22.777,0,2,1,0,0,0,0
5664246,0,0,0,0,4,1,1539.540997,8377.211846,0,414.569233,27.184,198.9056338,1728.668707,1,22.532,0,1,0,0,1,0,0
5665169,1,0,1,0,3,0,1729.45693,15667.46341,0,227.223711,38.757,46.2254786,992.6451378,0,27.129,0,2,0,0,1,0,0
5670710,0,0,0,1,4,0,743.3029711,14113.88592,0,504.769511,50.857,91.60600558,2818.8494,0,28.427,0,1,0,0,0,0,0
5693526,1,0,0,0,3,0,815.2912243,1500.111374,1,237.58422,17.784,126.1027493,5510.624362,0,3.249,0,4,0,0,0,0,0
5703801,0,0,0,1,2,0,540.194357,9939.073269,0,400.173202,35.295,15.63789203,2793.829587,0,21.089,0,1,0,0,0,0,0
5708712,1,0,1,3,3,0,480.5352716,10384.81142,0,331.44413,34.015,165.594274,1197.420421,1,45.854,0,1,0,0,0,0,0
5710154,1,0,3,1,3,1,634.2378728,546.5536138,0,212.677759,43.992,268.3029776,3769.802749,1,16.678,0,2,0,0,0,0,0
1056552,0,0,1,0,1,0,1727.49017,13543.67146,0,84.3801878,28.424,95.77220602,981.4125656,0,10.795,0,0,0,0,1,0,1
5734936,0,0,0,0,4,0,1102.937096,3081.974693,0,278.397555,33.822,261.5685502,1424.530594,0,27.211,0,1,0,0,1,0,0
5740763,0,0,1,0,0,0,776.1422403,20929.22768,0,164.833866,35.937,154.8004319,837.8827132,1,22.144,0,1,0,0,0,1,0
5741923,0,0,0,0,1,0,490.623461,18787.59912,0,449.011944,49.918,117.3531586,565.8738784,1,14.037,0,0,0,0,1,0,0
5748220,1,0,0,2,0,1,488.3030692,4652.593933,0,149.248372,30.248,175.6589182,403.6378789,1,5.734,0,4,0,0,0,0,0
5749636,0,0,1,0,3,0,314.456886,14389.57353,0,42.412662,45.176,246.8447963,227.9560291,1,34.093,0,1,0,0,0,0,0
5756722,1,0,2,0,0,1,626.1404651,808.6555717,1,128.154332,21.126,81.70448933,10859.82036,0,25.428,0,2,0,0,0,1,0
5767810,2,0,2,2,0,1,642.0907863,14622.58798,0,105.752041,37.592,136.3529837,633.4518601,1,29.263,0,2,0,1,0,0,0
5624291,0,0,2,0,4,0,463.4856192,9541.46885,0,288.350349,49.212,26.91678106,230.9060413,1,33.034,0,1,0,0,0,0,0
5787114,0,0,3,2,2,1,761.5894542,9849.989867,0,224.498265,20.31,152.4448719,705.5320038,1,45.936,0,2,1,0,1,0,0
5636137,1,0,3,2,0,1,486.0726619,4169.928802,1,285.147761,23.665,170.9539068,6821.589334,1,13.14,1,2,0,0,1,0,0
634254,1,0,2,2,0,1,352.6469538,17221.86628,0,115.906922,34.588,221.209049,487.2488852,1,40.136,0,1,0,0,0,0,0
700835,1,0,0,0,3,0,526.6798142,24215.68766,0,92.5849774,39.795,393.7627048,318.0369708,1,14.324,0,2,0,0,0,0,0
23363,0,0,0,0,2,0,307.4992029,6049.43411,0,356.098617,26,56.63546953,1995.066233,0,24.882,0,2,0,0,0,0,0
5796484,1,0,0,0,3,1,241.5445882,8986.239604,0,489.777239,58.053,116.2788754,2650.823293,0,28.097,0,3,0,0,0,0,0
5797120,1,0,3,2,0,0,1080.744386,19180.45933,0,133.927906,27.727,181.1754646,457.5923873,1,7.391,0,2,0,0,0,0,1
5797955,1,1,3,3,0,0,55.78485985,16926.93234,1,308.742121,34.777,55.2735804,375.7253453,1,27.096,1,2,1,0,0,0,0
39727,1,0,0,0,0,0,663.3421049,3245.117822,0,99.6155266,20.796,378.1769806,656.1863677,1,10.209,0,2,0,0,0,1,0
5813408,1,0,3,2,1,1,359.6546345,12511.25727,1,307.526409,14.891,137.0654096,1516.736197,1,39.488,0,2,0,0,1,0,0
5817041,1,0,3,0,0,0,676.8822302,23971.94796,1,226.889569,48.847,145.7740472,116.950148,0,23.704,0,4,0,0,1,0,0
5825086,2,0,2,3,3,1,752.8352558,4961.855548,0,147.733582,14.778,79.45013642,234.7600971,1,8.919,0,4,0,0,0,0,1
5826138,0,0,0,1,0,0,1064.89863,6920.966754,0,62.6470099,31.157,246.0614487,801.6912591,0,5.764,0,4,0,0,0,0,0
5828513,1,0,1,0,4,0,643.079686,8886.964288,0,75.564074,16.778,163.6552878,4019.892712,0,12.081,0,2,0,0,0,0,0
87540,1,0,3,2,0,1,2769.303452,1639.568438,0,432.387678,21.402,77.90966023,104.305518,1,25.001,0,2,0,0,0,0,0
608232,0,0,0,0,3,0,1005.425981,8063.637997,0,30.3462669,21.54,172.8040945,1345.330338,0,18.175,0,3,0,0,0,0,0
5694778,1,0,3,1,2,1,56.66429569,2828.160203,0,239.932992,16.535,33.48548348,2270.877066,1,7.336,0,3,0,1,0,0,1
5829067,2,1,3,2,2,1,1091.36969,10461.29232,0,157.419626,69.231,184.8943375,294.8491907,1,12.041,0,2,0,0,1,0,1
5696120,1,0,2,2,0,0,279.4762356,8299.245255,0,389.163041,38.432,24.57065049,1549.183705,0,29.677,0,3,0,0,1,0,0
5700354,0,0,1,1,3,0,34.25639942,8903.364788,0,309.840509,32.547,8.691597645,1008.04085,0,5.847,0,1,0,0,1,0,0
831847,1,0,0,1,1,0,884.4843631,9939.073269,0,103.415933,18.645,85.73542753,3243.428038,0,31.215,0,3,0,0,0,0,0
5832649,2,1,3,2,0,1,528.5165991,9849.989867,1,195.614656,20.31,292.3695526,499.5031077,1,45.936,1,2,0,1,0,0,0
5707364,1,0,0,2,2,0,833.3882881,13859.66817,0,213.129453,37.386,43.83897728,2178.669826,1,29.29,0,1,0,0,0,0,0
5841622,0,0,1,0,1,1,483.9604097,6215.117464,0,410.841842,43.814,95.07210077,575.3655319,1,25.659,0,1,0,1,0,0,0
5845721,0,1,2,0,2,1,807.5249492,8816.463843,0,400.8852,25.833,70.77349148,3769.315777,1,32.515,0,2,0,0,2,0,0
5846703,1,0,0,0,0,0,587.0427439,14096.34699,0,302.621102,41.811,129.0667718,708.3591788,1,15.663,0,1,0,0,1,0,0
5728653,1,1,1,0,3,0,719.1450041,6196.876215,0,270.848485,39.126,306.9883175,2887.68231,1,22.889,0,3,0,0,0,0,0
5853066,2,0,3,3,0,1,1456.671575,18040.94673,1,492.358933,29.686,6.93832095,275.2266154,1,27.715,1,2,0,0,1,0,0
5735032,1,0,3,1,2,0,456.0048734,9061.565349,0,52.1744697,20.87,156.2425645,4309.075443,1,25.999,0,0,0,0,0,0,0
833765,1,0,1,2,0,1,31.91489714,9125.661789,0,313.60993,41.447,91.32690885,791.1434117,0,21.296,0,2,0,0,0,0,0
835947,1,0,3,2,0,1,754.2107247,9923.038077,1,409.027253,45.089,254.5002548,3221.440491,0,18.517,1,4,0,0,0,0,1
415131,2,0,3,1,2,1,529.8949353,7476.415052,0,527.498767,39.594,156.9971171,515.2339233,1,23.727,0,2,0,0,0,0,0
423596,1,0,1,2,0,0,2814.727076,12058.5806,1,375.06673,42.354,318.1884879,1267.755542,0,25.312,0,5,0,0,1,0,0
5903684,1,0,2,2,1,0,762.9480615,17723.6284,0,81.7913829,46.328,147.5431579,497.2359981,1,43.404,0,3,0,0,0,0,1
5787763,1,0,2,1,3,0,447.4884273,26295.25197,0,397.509369,38.246,232.944425,303.543293,0,40.99,0,1,0,0,1,0,0
491607,0,0,0,0,2,0,749.1193168,6822.979713,0,131.969299,27.515,227.7192801,5065.076922,1,35.121,0,3,0,1,0,0,1
5920193,0,0,0,0,3,0,195.9454403,17487.03123,0,279.145654,34.606,100.246952,1300.314215,0,22.198,1,1,0,0,0,0,0
513482,1,0,3,3,3,1,1418.930584,14661.87745,0,340.952562,36.859,264.4487386,587.7099478,1,13.675,0,1,0,0,0,0,0
12729,0,0,0,0,4,0,2117.223051,6255.728296,0,265.821417,16.255,38.77779729,101.6479957,0,23.873,0,1,0,0,1,0,0
384471,0,0,0,0,2,1,345.0366284,12504.9203,0,607.86688,44.516,25.33666901,41.80877013,0,29.977,0,1,0,0,0,0,0
583560,0,0,0,1,2,0,353.6867957,6172.223823,0,231.603735,28.527,121.4063807,534.8006619,1,11.415,0,1,0,0,0,0,0
5802962,1,0,2,2,0,0,1365.333907,14122.29472,0,736.164346,32.409,52.40442557,432.8206029,1,5.964,0,2,0,0,0,1,1
597552,1,0,0,0,2,0,264.8868335,10211.41644,0,684.91351,29.279,134.0358598,2002.051618,0,18.27,0,4,0,0,0,0,0
5814492,1,0,3,2,1,1,396.0122863,18057.55557,0,558.201962,39.698,34.74059908,309.165793,1,26.259,0,0,0,0,0,0,1
874777,1,0,0,1,0,0,2428.749326,5681.227629,0,340.956751,32.937,125.4170011,833.5173796,0,14.079,0,3,0,0,0,0,0
5945763,1,0,3,2,0,1,949.2357029,7615.217084,1,216.545997,36.044,66.77301865,987.9852118,1,41.748,0,1,0,0,0,0,0
5820796,2,0,0,0,4,0,1474.548342,12019.57028,0,138.881113,24.433,228.192442,668.8791417,0,33.625,0,1,0,0,1,0,0
5821015,1,0,2,2,2,1,476.7306875,5239.821087,0,666.470524,19.804,110.8687595,7116.621642,1,12.09,0,3,0,1,0,0,0
5946997,1,0,0,0,0,0,1541.73055,18456.11024,0,312.689713,41.466,174.1749915,1163.446743,0,28.795,0,2,0,1,0,0,1
5948287,1,0,0,0,1,0,913.8489913,8554.837844,0,315.627353,23.771,152.4474488,1191.8365,0,37.724,1,3,0,1,0,0,0
797808,0,0,0,1,4,1,599.6701526,18998.51106,0,87.2463709,21.605,133.5103526,635.6923094,1,20.043,0,1,0,0,0,0,0
5828308,1,0,0,1,4,1,1873.066384,6221.931252,0,305.270596,12.632,38.57123104,5669.483801,0,7.813,0,3,0,0,0,0,0
11990,1,1,1,0,1,0,671.0928823,8472.709381,1,307.911372,42.259,63.72633402,303.2099079,1,34.37,1,4,0,0,1,0,1
5973671,1,0,3,0,0,0,87.02610198,1386.002556,0,81.8753213,18.243,80.4327682,3909.624074,1,10.482,1,2,0,0,0,0,0
5975396,0,0,0,2,1,1,1110.579742,5802.619249,0,396.767617,30.712,89.81313716,1630.492094,0,18.541,0,3,0,0,0,0,0
5833751,1,0,0,0,2,1,532.0153058,18998.51106,0,733.867918,25.818,55.37498412,297.6915121,1,21.838,0,1,0,0,0,0,1
5978516,1,0,2,1,1,1,246.6032709,8605.106347,0,273.107813,21.19,101.0014205,4687.208449,1,9.004,0,2,0,0,0,0,0
5978690,1,0,1,1,0,1,1376.811012,4694.628837,0,299.354772,19.279,159.1461524,603.6826476,1,8.942,0,3,0,0,0,1,0
5851539,0,1,0,1,2,0,1160.777972,14231.24046,0,186.009318,29.187,173.1962687,1097.665601,1,30.956,0,4,0,0,0,0,0
875249,1,0,1,0,0,0,595.9429826,3245.117822,0,595.629528,24.156,226.1296791,244.929279,0,9.773,0,3,0,0,0,0,0
5857516,1,0,1,2,1,1,543.3555242,14710.35663,0,100.168146,39.686,258.8266858,2125.764237,1,28.703,0,1,0,0,0,0,0
759342,1,0,0,0,4,0,801.8813172,28660.40981,0,445.482064,39.673,144.6711422,613.8434025,0,22.513,1,1,0,0,0,0,0
5982826,0,0,3,2,2,1,1311.256157,6445.503703,0,268.372264,15.675,93.272791,2739.405255,1,10.431,0,2,0,0,0,0,1
5988130,1,0,0,1,2,0,1327.305219,13629.51323,0,308.467228,37.041,112.3447915,759.9393509,0,18.411,0,2,0,0,1,0,1
878133,1,0,1,0,4,0,1182.418992,9673.266075,0,185.59268,28.502,96.24415578,248.1847562,0,16.16,0,1,0,0,0,0,0
1091939,0,0,1,0,2,0,2032.530774,10022.89523,0,707.901384,25.532,118.5681492,643.8644017,0,15.33,0,1,0,0,0,0,0
6003153,0,0,0,0,4,0,3009.630346,5191.770776,0,210.133912,19.889,162.218025,1158.737579,0,9.009,0,0,0,0,0,0,0
6004798,0,1,1,2,0,0,1248.614417,4019.92398,0,640.591924,8.697,160.623029,6226.403264,1,14.452,0,3,1,0,0,0,1
388304,1,0,0,2,0,0,679.6636093,18634.95398,0,166.998443,28.273,149.6120819,600.6898487,0,39.744,1,1,0,0,0,0,0
6007346,0,0,2,2,0,1,972.7802338,10442.42919,0,708.216591,26.641,245.4582495,2009.425868,1,20.279,0,1,0,0,0,0,0
5890541,0,0,0,1,4,0,1943.358552,11108.96934,0,206.074427,31.985,65.13820447,1303.089778,0,27.345,0,3,0,0,1,0,0
821804,1,0,0,0,3,0,791.9937764,5013.714104,0,222.920087,17.66,173.7864017,2009.225587,0,9.642,0,4,0,0,1,0,0
6019464,1,1,1,2,2,1,456.3892019,2876.604772,0,647.180153,29.812,101.1231083,6226.015041,0,23.385,0,4,1,0,0,0,1
6021159,2,0,3,3,0,1,1022.232237,3649.790428,0,156.572036,17.261,132.7982026,7473.930683,1,23.903,0,2,0,1,0,0,1
6034940,1,1,1,0,1,0,85.16901262,8292.5633,0,543.299377,41.429,38.22648381,3416.796927,0,17.513,1,2,0,0,1,0,1
6038747,2,0,3,2,0,1,795.5381453,6355.894962,0,51.7020512,20.815,26.6645141,738.743249,1,43.208,0,1,0,0,1,0,0
5909515,1,0,3,1,0,0,1263.704537,16235.77496,1,251.529597,32.899,18.01654711,257.4697648,0,39.386,1,0,0,0,1,0,0
870774,1,0,0,0,4,0,248.9271517,14572.59231,0,335.037081,32.624,106.5332964,1408.096582,0,40.391,0,2,0,0,1,0,0
6039268,0,0,3,0,0,1,795.5381453,6355.894962,0,51.7020512,20.815,26.6645141,738.743249,0,43.208,1,2,0,1,0,0,0
6044947,1,0,0,1,3,0,496.9961309,10438.87172,0,240.443537,38.77,36.8788798,1607.849874,1,41.534,0,1,0,0,0,0,0
487443,0,0,0,0,0,0,1741.523686,6388.054356,0,541.552816,21.222,266.5266557,1171.719647,0,13.579,0,2,0,0,0,0,0
6049377,2,1,3,3,0,1,243.8474628,6482.866534,1,250.900666,35.718,307.8269633,2132.258935,0,17.863,0,2,0,0,1,0,1
6049445,0,1,0,0,1,0,626.7291383,10797.26624,0,455.668168,34.438,234.7707565,433.2546119,0,30.177,0,5,0,0,0,0,0
6064873,0,0,0,0,4,1,4019.341274,5191.770776,0,181.267149,23.027,129.3468646,874.7606495,1,9.915,0,2,0,0,0,1,0
6079898,2,0,3,2,2,0,618.2835418,18634.95398,0,235.550976,42.275,197.5134519,529.8426851,1,36.494,0,1,0,0,0,0,1
6081039,0,0,2,2,4,1,358.8648421,16509.65958,0,86.5137826,50.457,39.33422727,978.5027249,1,20.118,0,0,0,0,1,0,0
6087422,0,0,3,2,0,1,1396.252506,7427.106538,1,440.922524,40.349,208.2381032,470.8599682,0,41.668,1,2,0,0,0,1,0
6093885,2,1,3,2,0,1,1346.394687,20739.86385,1,270.992305,26.258,201.821677,454.5465893,0,26.689,0,2,0,0,0,0,1
6096091,1,1,3,1,0,0,76.57873306,14640.87742,0,179.924551,41.718,134.0930662,2641.654829,0,28.103,0,0,0,0,0,0,0
6096360,0,0,0,0,0,0,695.2105232,16030.51435,0,678.632669,24.467,83.99916692,2264.016486,0,14.927,0,2,0,0,1,0,0
6106933,1,0,0,0,1,0,834.7713878,13769.34558,0,329.700473,34.123,113.6244684,841.5743963,0,19.06,0,1,0,0,0,0,0
5985612,0,0,1,1,2,0,1645.036899,9532.869438,0,244.761629,36.153,129.1095202,388.4635329,1,30.447,0,1,0,0,1,0,0
6109610,2,0,2,1,0,0,1983.880561,21416.04743,0,640.233847,40.894,198.8341203,501.930647,1,10.84,0,3,0,0,1,0,0
6000434,1,0,3,2,4,0,205.9581168,14970.86127,0,68.0319059,22.962,62.30373697,244.0998817,0,26.077,0,1,0,0,1,0,1
6118739,0,1,0,0,4,0,2189.824056,4091.732767,0,248.238441,12.531,162.254123,691.933287,0,6.038,0,4,0,0,1,0,0
6119017,1,0,0,0,3,1,443.5356533,12087.15488,0,322.816975,58.94,220.5429581,319.8719841,0,33.607,0,3,0,0,0,0,0
6006223,2,1,2,2,2,0,1524.951687,13496.89675,0,170.4611,30.679,83.35308191,563.6968578,0,46.457,0,2,0,0,1,0,0
918000,1,1,3,2,0,1,420.1797126,14626.72399,0,764.242053,34.319,29.9539418,3132.835361,0,31.644,1,2,1,1,0,0,1
6122088,1,0,2,2,4,1,891.1692561,8789.90025,0,174.859122,21.168,196.0954476,8292.372824,1,5.416,0,2,0,0,1,0,0
6122568,1,0,3,2,2,0,1101.732464,6463.012208,0,54.3976288,30.278,39.32796422,2719.753022,1,24.895,0,1,0,0,1,0,1
922842,1,1,2,1,0,0,1293.17614,7451.783708,0,162.342502,39.827,198.3892193,544.0212585,1,14.025,0,2,1,0,0,0,0
1177391,1,0,0,0,0,0,1632.331336,12330.27174,0,595.557066,64.577,144.2616001,518.937919,0,13.106,0,5,0,0,1,0,0
6027491,2,0,1,1,3,0,1275.958702,11991.79319,0,74.8794376,47.661,123.3583377,1155.064414,1,17.02,0,3,0,0,0,1,0
6131481,1,0,3,2,1,1,766.3363354,4352.775378,0,295.599268,21.216,314.2965227,5889.666015,1,19.563,0,1,0,0,0,0,0
928336,1,1,3,2,0,0,790.6364189,28660.40981,0,556.464507,39.317,138.409452,603.3448385,1,16.395,0,1,1,0,0,0,0
2075715,1,0,3,1,1,0,233.6659059,7476.415052,1,157.593904,43.131,73.62962873,881.9329585,1,36.268,0,1,0,1,0,0,0
6143623,1,1,0,3,1,1,623.6338547,9520.413132,0,227.339834,32.136,197.4383221,1738.550561,1,27.142,0,4,0,0,0,0,1
6143660,0,0,2,2,2,0,612.6353351,8875.601328,0,59.2521027,45.247,185.7694444,1071.689491,0,30.231,0,1,0,0,0,0,0
944675,0,0,0,1,4,0,534.123651,15017.28117,0,516.928744,30.927,390.5000429,593.1597927,0,15.181,0,4,0,0,0,0,0
6163267,1,0,3,1,2,1,1297.144096,15667.46341,0,210.091566,51.773,313.425069,653.69128,1,37.492,0,1,0,1,0,0,0
440059,0,1,0,2,4,1,171.7387733,2993.741956,0,185.467414,44.092,311.0551724,242.4970327,0,8.467,0,2,0,0,0,1,0
6167344,1,0,3,2,1,0,3002.920546,5191.770776,0,154.129561,19.889,80.09735944,1243.865837,1,9.009,0,2,0,0,0,0,1
6064540,1,0,3,2,4,0,243.2077974,10515.42454,0,397.969106,36.944,219.2456201,1055.258063,1,12.299,0,2,0,1,0,0,1
6065111,0,0,2,1,1,1,360.2744489,12511.25727,0,306.83343,14.891,136.6688876,1516.706467,1,39.488,0,1,0,0,0,1,0
6170006,1,0,0,0,1,0,869.4430921,11777.31759,0,145.744977,42.095,32.41223889,481.3709925,1,20.924,0,1,0,0,0,1,0
6077217,0,0,0,0,4,0,371.2466864,7418.083695,0,442.727878,37.92,84.44975462,3006.234725,0,10.215,0,2,0,0,1,0,0
6078647,0,0,1,1,3,1,349.0839071,22035.04657,0,283.077552,36.628,193.9413419,276.4399723,1,8.45,0,1,0,0,0,0,0
1325805,0,0,2,2,0,1,1122.287383,12330.27174,0,208.172571,46.196,30.64419373,152.9993294,1,10.461,0,3,0,0,0,0,0
6174377,0,0,2,0,0,1,1386.884194,4954.904975,0,333.6994,23.87,17.97051409,6012.887479,1,14.763,0,1,0,0,0,0,1
6174989,0,0,0,0,4,0,1086.277144,7427.388591,0,295.035944,22.529,249.6662353,642.3032962,0,11.197,0,3,0,0,1,0,0
6082289,1,0,2,0,2,0,1292.895131,1132.032988,0,192.537501,17.296,85.58921779,8594.903905,1,21.082,0,4,0,0,0,0,0
6083847,0,0,0,0,2,0,1217.903021,21912.76805,0,724.880017,15.033,6.349305389,485.7186161,0,24.191,0,2,0,0,1,0,0
6085801,1,1,3,2,0,1,105.8731197,16156.90885,0,359.349892,32.805,40.89359356,1077.589025,0,13.879,0,1,0,1,0,0,0
960092,1,0,3,2,2,0,386.1461871,19927.47432,0,209.583378,35.169,166.3424655,865.6359312,1,27.603,0,0,0,0,0,0,1
6179309,0,0,0,0,0,1,1178.25296,8426.607081,0,384.995635,31.617,47.24179422,3141.923221,0,17.489,0,1,0,0,2,0,0
6184964,0,0,0,0,3,0,350.7862108,5229.977457,1,779.36939,33.825,126.7847684,6704.698288,0,21.731,0,3,0,1,0,0,0
6189545,1,0,2,0,0,0,389.9924588,13747.68423,1,637.25074,28.704,35.48467122,2129.947452,0,33.077,1,0,0,0,0,0,0
6190209,1,0,3,1,0,1,378.6360387,13747.68423,1,647.593045,28.704,23.86557618,2122.135531,0,33.077,1,2,0,0,1,0,0
6100414,1,0,3,1,0,0,1951.639476,10763.84721,1,57.7931983,47.35,20.07463448,15.60614133,1,20.797,1,2,0,1,1,0,1
6192259,0,0,0,1,3,0,2202.630625,7437.780207,0,107.84839,33.122,315.081602,460.1821961,0,16.117,0,3,0,0,0,0,0
6203049,2,0,0,1,0,1,962.5807311,16831.2794,0,585.230394,36.146,54.96463036,1484.999267,0,28.195,1,2,0,0,1,0,1
526935,0,0,0,1,4,1,1165.412127,13191.40833,0,270.166013,39.859,36.51495547,862.0465071,1,20.135,0,2,0,0,0,0,0
6208085,2,0,3,2,3,0,1440.955988,6786.073876,0,145.525287,15.171,117.6878691,3775.067294,1,18.048,0,3,0,0,0,0,1
6208167,0,0,0,0,4,1,340.797546,5363.273821,0,145.573611,56.539,90.11729338,1839.916915,0,34.247,0,2,0,0,0,1,0
458019,0,0,0,0,4,0,1585.132709,8793.022721,0,444.536918,49.094,138.4661249,1636.076457,0,14.708,0,3,0,0,0,0,0
463049,0,0,0,0,1,0,150.25967,10521.5496,0,224.066632,53.895,48.47680422,888.6700482,0,21.316,0,2,0,0,1,0,1
6210540,1,0,0,0,0,0,89.16706198,22573.91737,0,113.221508,39.226,14.2288231,2283.282468,0,38.205,0,1,0,0,0,0,0
537722,1,0,1,0,3,1,403.2041239,3611.155799,0,174.18634,14.797,108.6771039,7303.864381,0,29.529,1,1,0,0,0,1,0
6211003,2,0,3,0,0,0,424.0237921,22035.04657,0,216.978534,36.628,162.6637702,231.1935502,0,8.45,0,1,0,0,0,0,1
960593,1,1,3,2,0,1,377.0768312,6500.737188,0,209.148244,31.699,226.4555864,3950.430942,1,11.79,0,3,1,0,0,0,1
542470,1,1,0,0,2,0,671.8471661,12150.01553,0,141.431834,28.872,101.3913634,403.0784706,0,25.711,0,0,0,0,2,0,0
6117998,0,0,0,0,0,0,428.40271,11432.8297,0,174.609689,46.387,144.1211076,741.0960501,0,22.25,0,4,0,0,0,0,0
6214360,1,0,3,2,0,1,1181.742799,20094.39422,0,325.784516,38.197,38.46936109,581.6969137,1,27.567,1,0,0,0,0,0,0
2675468,0,0,0,0,4,0,918.7007264,22234.95085,0,581.09954,21.087,312.1721192,325.7215467,0,14.374,0,1,0,0,0,0,0
6119761,1,0,0,2,0,0,1446.570216,9880.479106,0,97.9535805,29.731,238.2714269,3539.882569,0,15.495,0,5,0,0,0,0,0
6122305,0,0,2,0,0,0,850.7603567,5606.157926,0,277.949687,35.104,96.79001423,1103.466487,1,17.599,0,2,0,1,0,0,0
2713941,1,0,1,1,2,0,272.3194446,14080.85822,0,616.809727,45.06,366.6075871,556.4374478,0,24.936,0,1,0,0,0,0,1
6230722,1,0,2,2,0,0,1071.293494,16439.85416,0,261.667106,47.313,380.27035,1084.981817,1,22.583,0,0,0,0,2,0,0
6230937,1,0,3,1,0,0,87.16526323,4678.274228,1,142.03217,29.868,77.08135718,2198.891431,0,23.759,1,2,0,0,0,1,0
6233847,1,0,2,0,0,0,1072.120083,5105.165093,1,316.806088,33.904,28.28838139,872.3946003,0,42.578,0,0,0,0,1,0,1
6235572,2,0,3,2,0,1,329.4757096,18752.30452,1,390.726934,36.328,59.25295304,1417.194476,1,36.798,1,1,0,0,1,0,1
2787331,1,0,2,2,1,1,620.9701067,9204.05337,0,695.784865,31.071,108.9092245,6678.05252,1,15.232,0,3,0,0,0,0,0
6244187,1,0,3,2,0,0,125.7250231,3354.570568,1,386.131947,68.585,211.8023476,247.9687198,1,15.841,1,2,0,0,1,0,0
6134306,0,0,1,2,2,1,2684.522745,8916.907867,0,711.252314,29.31,57.74255297,1078.624332,1,39.89,0,4,0,0,0,0,0
6135360,1,0,2,2,2,1,1881.239142,18018.80094,1,239.265558,30.586,131.7574172,849.2566301,1,31.017,0,1,0,0,1,0,0
966608,1,1,3,2,2,1,495.2593515,4917.830496,0,167.179753,38.75,104.4224102,280.6928995,1,17.25,0,1,0,0,1,0,1
6144562,1,0,2,2,0,1,606.1832943,3097.181935,0,208.84961,20.821,99.13005139,3607.446384,1,14.081,0,3,0,0,0,1,1
6249193,1,0,3,2,0,1,513.001777,11359.77054,0,490.667032,36.712,210.1447021,2034.504708,1,26.452,0,2,1,0,0,0,0
6252492,2,0,1,1,4,0,550.1761634,9175.515166,0,503.93777,40.599,39.05681915,258.1187229,0,19.565,0,2,0,0,1,0,1
6258214,1,0,2,0,0,0,920.0012811,3475.136378,0,345.610683,18.27,167.4627637,1106.059096,1,28.35,0,0,0,0,1,0,0
975419,0,0,1,2,3,0,190.4947149,6786.073876,0,467.466679,14.394,69.27544419,5241.122958,1,7.94,0,3,0,0,0,0,0
6265451,1,0,3,2,2,1,386.0051277,14292.86418,1,345.84663,36.372,36.2295434,12.71976968,1,39.957,0,4,0,0,1,0,0
1393045,0,0,0,1,4,1,889.217402,5911.079383,0,448.430232,29.395,32.097674,3715.458744,0,40.633,0,2,0,0,0,1,0
6278747,2,0,2,1,2,0,1389.555465,15802.25952,0,332.261485,41.223,160.7282025,1613.123622,1,20.494,0,1,0,0,0,0,1
615211,1,0,0,0,1,0,757.6700498,18727.56318,0,183.094869,30.873,169.1549695,1261.688354,0,21.902,1,2,0,0,1,0,0
981554,1,1,1,2,3,1,466.7667166,10630.80933,0,49.649491,84.098,166.62252,156.5530778,1,19.826,0,1,0,0,1,0,1
996089,0,0,1,0,4,0,1537.068882,19180.45933,0,444.068925,29.712,94.11439536,615.4788533,0,22.8,0,2,0,0,1,0,0
